,kg,calories
482,101,181.8
483,144,260.64
484,166,300.46000000000004
485,113,198.88
486,91,165.61999999999998
487,81,149.85
488,152,281.2
489,70,125.3
490,100,184.0
491,98,176.4
492,156,274.56
493,119,213.01
494,150,273.0
495,170,311.1
496,125,225.0
497,54,97.74000000000001
498,155,277.45
499,95,174.79999999999998
500,68,123.08
501,56,101.91999999999999
502,168,294.0
503,63,110.25
504,131,233.18
505,77,139.37
506,54,99.9
507,78,138.06
508,113,206.79000000000002
509,119,209.44
510,157,290.45
511,97,173.63
512,159,292.56
513,121,215.38
514,122,225.70000000000002
515,51,93.33
516,66,120.78
517,102,184.62
518,94,165.44
519,150,273.0
520,145,259.55
521,95,171.0
522,170,299.2
523,108,196.55999999999997
524,125,226.25
525,131,237.11
526,130,236.59999999999997
527,77,135.52
528,138,245.64000000000001
529,78,138.06
530,80,147.2
531,116,211.11999999999998
532,105,192.15
533,156,274.56
534,117,210.6
535,64,112.64
536,167,297.26
537,162,299.7
538,61,109.19
539,116,203.0
540,148,272.32
541,139,247.42000000000002
542,82,151.70000000000002
543,165,305.25
544,126,229.32
545,91,167.44
546,70,126.0
547,59,108.55999999999999
548,159,287.79
549,168,300.72
550,147,264.6
551,88,156.64000000000001
552,156,277.68
553,72,126.72
554,99,175.23
555,167,292.25
556,127,233.67999999999998
557,120,217.20000000000002
558,148,261.96
559,122,213.5
560,156,276.12
561,63,113.4
562,50,88.0
563,94,170.14000000000001
564,155,283.65000000000003
565,101,182.81
566,100,181.99999999999997
567,60,106.8
568,73,132.85999999999999
569,106,185.5
570,139,244.64000000000001
571,121,212.96
572,112,197.12
573,77,136.29
574,90,166.5
575,137,245.23000000000002
576,136,243.44
577,112,202.72
578,102,181.56
579,126,226.8
580,152,279.67999999999995
581,114,202.92000000000002
582,75,134.25
583,51,90.78
584,97,169.75
585,112,200.48000000000002
586,78,136.5
587,70,124.60000000000001
588,99,175.23
589,121,219.01000000000002
590,130,235.3
591,92,161.92
592,64,114.56
593,109,194.02
594,50,88.0
595,168,299.04
596,128,226.56
597,96,171.84
598,150,264.0
599,163,296.65999999999997
600,90,162.9
601,124,220.72
602,148,273.8
603,146,255.5
604,62,110.36
605,112,207.20000000000002
606,84,152.04
607,165,298.65000000000003
608,144,263.52
609,119,218.95999999999998
610,96,168.96
611,142,252.76
612,104,188.24
613,114,199.5
614,112,207.20000000000002
615,164,301.76
616,98,181.3
617,106,188.68
618,72,133.20000000000002
619,64,117.75999999999999
620,93,164.61
621,132,231.0
622,120,220.79999999999998
623,162,286.74
624,82,148.42000000000002
625,103,180.25
626,52,95.16
627,125,218.75
628,102,179.52
629,112,197.12
630,98,179.34
631,61,107.36
632,125,228.75
633,146,270.1
634,89,158.42000000000002
635,61,106.75
636,151,268.78000000000003
637,146,255.5
638,54,96.66
639,70,125.3
640,133,246.05
641,154,272.58
642,64,112.64
643,136,240.72
644,150,268.5
645,168,294.0
646,95,172.89999999999998
647,85,150.45
648,70,122.5
649,118,207.68
650,129,228.33
651,143,251.68
652,56,99.68
653,66,119.46000000000001
654,50,89.5
655,115,202.4
656,115,211.6
657,66,119.46000000000001
658,139,250.20000000000002
659,112,207.20000000000002
660,160,281.6
661,79,142.20000000000002
662,167,293.92
663,162,298.08
664,110,200.2
665,62,113.46000000000001
666,102,188.70000000000002
667,169,302.51
668,52,93.60000000000001
669,80,148.0
670,122,217.16
671,59,104.43
672,55,96.8
673,100,175.0
674,168,299.04
675,143,257.40000000000003
676,97,179.45000000000002
677,119,209.44
678,126,231.83999999999997
679,139,247.42000000000002
680,93,162.75
681,98,179.34
682,116,211.11999999999998
683,119,217.77
684,137,253.45000000000002
685,133,240.73000000000002
686,102,186.66
687,156,287.03999999999996
688,141,256.62
689,55,100.65
690,168,310.8
691,123,215.25
692,154,277.2
693,159,289.38
694,104,182.0
695,83,151.89000000000001
696,71,129.22
697,162,291.6
698,112,202.72
699,109,195.11
700,111,205.35000000000002
701,145,262.45
702,168,304.08
703,97,175.57
704,155,275.9
705,163,299.91999999999996
706,95,171.95000000000002
707,62,113.46000000000001
708,52,91.0
709,72,126.0
710,142,251.34
711,153,278.46
712,131,233.18
713,77,140.91
714,165,290.4
715,156,288.6
716,157,277.89
717,119,210.63
718,70,127.39999999999999
719,54,97.74000000000001
720,153,270.81
721,61,108.58
722,103,181.28
723,166,302.11999999999995
724,102,180.54
725,100,179.0
726,126,220.5
727,136,251.60000000000002
728,130,234.0
729,124,217.0
730,51,93.83999999999999
731,72,127.44
732,99,176.22
733,51,93.33
734,63,114.66
735,135,247.05
736,130,237.9
737,157,287.31
738,141,256.62
739,74,132.46
740,103,183.34
741,108,197.64000000000001
742,112,203.83999999999997
743,80,147.2
744,105,186.9
745,140,253.4
746,169,309.27000000000004
747,142,257.02
748,77,137.83
749,129,237.35999999999999
750,56,101.91999999999999
751,97,178.48
752,156,285.48
753,153,278.46
754,90,164.70000000000002
755,143,263.12
756,83,149.4
757,142,249.92
758,108,195.48000000000002
759,74,129.5
760,146,258.42
761,160,292.8
762,143,258.83
763,88,162.8
764,89,156.64000000000001
765,131,242.35000000000002
766,133,243.39000000000001
767,154,271.04
768,64,116.47999999999999
769,166,292.16
770,105,192.15
771,86,157.38
772,99,173.25
773,106,192.92
774,60,111.0
775,92,166.52
776,98,179.34
777,146,267.18
778,132,238.92000000000002
779,138,245.64000000000001
780,154,284.90000000000003
781,55,97.35
782,136,251.60000000000002
783,141,248.16
784,77,139.37
785,75,132.75
786,133,232.75
787,162,294.84
788,132,236.28
789,162,288.36
790,140,252.0
791,130,230.1
792,74,130.98
793,56,103.60000000000001
794,141,260.85
795,120,213.6
796,140,247.8
797,160,281.6
798,54,94.5
799,165,298.65000000000003
800,151,276.33
801,95,172.89999999999998
802,72,128.88
803,95,173.85
804,76,140.6
805,113,203.4
806,133,242.05999999999997
807,126,230.58
808,156,279.24
809,92,169.27999999999997
810,106,192.92
811,83,145.25
812,67,121.93999999999998
813,151,264.25
814,140,249.20000000000002
815,144,263.52
816,63,111.51
817,126,229.32
818,161,281.75
819,144,257.76
820,70,123.9
821,127,224.79
822,73,128.48
823,73,129.94
824,118,206.5
825,124,223.20000000000002
826,69,122.13
827,134,243.87999999999997
828,87,159.21
829,66,115.5
830,96,176.64
831,84,154.56
832,61,107.97
833,164,288.64
834,130,228.8
835,113,204.53
836,113,206.79000000000002
837,131,241.04
838,123,223.85999999999999
839,73,129.94
840,125,225.0
841,93,172.05
842,123,223.85999999999999
843,108,198.71999999999997
844,80,142.4
845,166,302.11999999999995
846,160,284.8
847,124,220.72
848,53,95.93
849,130,240.5
850,117,210.6
851,68,123.08
852,146,258.42
853,143,250.25
854,84,147.84
855,65,114.4
856,138,241.5
857,149,272.67
858,70,123.2
859,149,269.69
860,64,113.92
861,165,300.29999999999995
862,77,140.14
863,127,222.25
864,148,264.92
865,131,242.35000000000002
866,150,271.5
867,122,217.16
868,85,153.0
869,77,140.91
870,64,117.12
871,106,187.62
872,123,226.32
873,99,174.24
874,56,98.56
875,97,172.66
876,121,220.21999999999997
877,57,103.74
878,79,146.15
879,106,190.8
880,100,181.99999999999997
881,119,209.44
882,91,168.35
883,121,221.43
884,147,260.19
885,146,267.18
886,53,98.05000000000001
887,105,184.8
888,140,247.8
889,167,307.28
890,80,146.4
891,117,214.11
892,110,201.3
893,163,301.55
894,142,249.92
895,70,126.0
896,152,279.67999999999995
897,78,137.28
898,124,225.67999999999998
899,122,219.6
900,118,213.58
901,141,249.57
902,66,116.16
903,53,94.34
904,112,196.0
905,128,235.51999999999998
906,81,149.85
907,134,247.9
908,75,138.75
909,97,172.66
910,112,207.20000000000002
911,94,168.26
912,159,286.2
913,156,283.91999999999996
914,125,220.0
915,152,279.67999999999995
916,61,110.41
917,133,234.08
918,75,138.0
919,97,176.54
920,62,112.83999999999999
921,136,251.60000000000002
922,141,252.39000000000001
923,91,168.35
924,158,279.66
925,123,222.63
926,70,126.7
927,124,217.0
928,80,147.2
929,152,267.52
930,128,236.8
931,157,282.6
932,75,138.75
933,75,132.0
934,63,114.03
935,150,270.0
936,70,126.0
937,76,139.08
938,64,116.47999999999999
939,105,184.8
940,99,182.16
941,157,285.73999999999995
942,118,211.22
943,134,242.54000000000002
944,110,200.2
945,139,250.20000000000002
946,73,129.94
947,116,213.44
948,145,266.79999999999995
949,58,104.4
950,162,289.98
951,78,138.84
952,163,296.65999999999997
953,105,189.0
954,67,123.95
955,101,177.76
956,159,281.43
957,75,135.75
958,91,164.71
959,123,221.4
960,94,167.32
961,55,101.19999999999999
962,149,266.71
963,56,99.68
964,151,270.29
965,163,295.03000000000003
966,105,194.25
967,56,101.36
968,146,268.64
969,142,259.86
970,116,206.48
971,52,94.63999999999999
972,89,161.09
973,167,293.92
974,132,237.6
975,129,228.33
976,105,186.9
977,109,200.55999999999997
978,84,155.4
979,57,103.17
980,130,228.8
981,90,164.70000000000002
982,130,236.59999999999997
983,73,135.05
984,158,292.3
985,166,300.46000000000004
986,153,270.81
987,124,221.96
988,67,119.93
989,160,294.4
990,140,256.2
991,129,225.75
992,50,89.5
993,102,188.70000000000002
994,75,132.0
995,59,103.84
996,160,296.0
997,147,263.13
998,69,124.2
999,75,135.0
1000,56,101.36
1001,127,224.79
1002,148,269.35999999999996
1003,144,260.64
1004,160,284.8
1005,167,305.61
1006,146,256.96
1007,151,270.29
1008,138,255.3
1009,118,210.04
1010,107,193.67000000000002
1011,109,192.93
1012,161,297.85
1013,70,126.7
1014,99,178.20000000000002
1015,151,271.8
1016,137,239.75
1017,87,154.86
1018,142,248.5
1019,76,135.28
1020,144,256.32
1021,87,155.73
1022,118,206.5
1023,130,240.5
1024,92,161.92
1025,142,258.44
1026,130,230.1
1027,148,260.48
1028,99,183.15
1029,100,181.99999999999997
1030,144,259.2
1031,54,98.27999999999999
1032,157,284.17
1033,94,168.26
1034,72,132.48
1035,73,127.75
1036,122,217.16
1037,155,283.65000000000003
1038,100,177.0
1039,157,290.45
1040,68,119.68
1041,93,166.47
1042,75,131.25
1043,65,115.7
1044,158,285.98
1045,84,151.20000000000002
1046,149,265.22
1047,169,295.75
1048,83,151.89000000000001
1049,145,266.79999999999995
1050,115,207.0
1051,62,112.22
1052,88,158.4
1053,130,235.3
1054,123,220.17000000000002
1055,110,192.5
1056,135,243.0
1057,157,281.03000000000003
1058,110,199.1
1059,165,288.75
1060,71,129.93
1061,128,224.0
1062,149,269.69
1063,114,202.92000000000002
1064,154,283.35999999999996
1065,105,187.95000000000002
1066,75,131.25
1067,153,267.75
1068,159,283.02
1069,101,182.81
1070,50,89.0
1071,89,162.87
1072,92,170.20000000000002
1073,75,135.0
1074,125,223.75
1075,129,236.07000000000002
1076,111,205.35000000000002
1077,153,275.40000000000003
1078,128,227.84
1079,72,126.72
1080,82,145.14000000000001
1081,129,234.77999999999997
1082,75,132.0
1083,121,214.17000000000002
1084,158,289.14
1085,142,252.76
1086,140,253.4
1087,89,160.20000000000002
1088,65,118.29999999999998
1089,78,139.62
1090,157,288.88
1091,161,291.41
1092,77,141.67999999999998
1093,93,162.75
1094,116,211.11999999999998
1095,81,141.75
1096,67,119.26
1097,103,181.28
1098,69,126.27000000000001
1099,164,295.2
1100,152,278.16
1101,75,135.0
1102,107,194.73999999999998
1103,127,229.87
1104,72,130.32
1105,152,272.08
1106,144,263.52
1107,108,199.8
1108,134,243.87999999999997
1109,56,102.48
1110,103,180.25
1111,132,240.23999999999998
1112,91,164.71
1113,86,156.51999999999998
1114,67,122.61
1115,107,191.53
1116,87,153.99
1117,87,158.33999999999997
1118,113,198.88
1119,164,288.64
1120,111,202.01999999999998
1121,115,201.25
1122,130,234.0
1123,145,256.65
1124,148,260.48
1125,133,244.71999999999997
1126,71,131.35
1127,96,168.96
1128,149,263.73
1129,50,88.5
1130,104,190.32
1131,152,267.52
1132,60,109.80000000000001
1133,129,233.49
1134,78,140.4
1135,93,165.54
1136,142,251.34
1137,154,281.82
1138,50,87.5
1139,93,170.19
1140,137,242.49
1141,112,202.72
1142,103,180.25
1143,162,294.84
1144,139,250.20000000000002
1145,71,127.8
1146,169,302.51
1147,137,241.12
1148,149,271.17999999999995
1149,68,123.08
1150,65,115.7
1151,153,278.46
1152,150,274.5
1153,136,243.44
1154,112,199.36
1155,116,213.44
1156,144,263.52
1157,115,211.6
1158,166,300.46000000000004
1159,147,264.6
1160,54,94.5
1161,94,171.07999999999998
1162,53,96.46
1163,77,136.29
1164,66,116.16
1165,166,302.11999999999995
1166,124,226.92000000000002
1167,164,291.92
1168,71,129.22
1169,155,285.2
1170,131,238.42
1171,145,259.55
1172,110,192.5
1173,170,299.2
1174,99,180.17999999999998
1175,88,155.76
1176,152,278.16
1177,167,305.61
1178,95,166.25
1179,153,275.40000000000003
1180,72,126.0
1181,163,298.29
1182,107,195.81
1183,122,220.82
1184,84,148.68
1185,128,235.51999999999998
1186,58,107.30000000000001
1187,86,153.08
1188,52,91.52
1189,139,257.15000000000003
1190,55,100.1
1191,67,120.60000000000001
1192,99,178.20000000000002
1193,110,195.8
1194,111,198.69
1195,78,138.84
1196,119,213.01
1197,54,96.66
1198,85,149.6
1199,111,197.58
1200,122,219.6
1201,61,111.63000000000001
1202,135,245.7
1203,82,143.5
1204,124,219.48
1205,153,275.40000000000003
1206,76,137.56
1207,102,180.54
1208,121,222.64
1209,131,234.49
1210,139,243.25
1211,108,196.55999999999997
1212,104,189.27999999999997
1213,83,146.08
1214,108,197.64000000000001
1215,111,205.35000000000002
1216,123,222.63
1217,52,95.67999999999999
1218,130,227.5
1219,156,285.48
1220,105,187.95000000000002
1221,50,90.99999999999999
1222,118,211.22
1223,79,139.83
1224,55,100.65
1225,52,95.67999999999999
1226,55,99.55
1227,130,239.2
1228,168,310.8
1229,140,259.0
1230,162,291.6
1231,58,102.08
1232,118,217.11999999999998
1233,135,247.05
1234,128,227.84
1235,91,163.8
1236,137,250.71
1237,61,111.02
1238,147,271.95
1239,66,122.10000000000001
1240,148,267.88
1241,145,261.0
1242,67,117.25
1243,165,303.59999999999997
1244,149,262.24
1245,128,229.12
1246,61,108.58
1247,71,129.93
1248,69,122.82000000000001
1249,138,241.5
1250,75,135.0
1251,54,94.5
1252,134,245.22
1253,51,90.27
1254,81,146.61
1255,149,266.71
1256,114,210.9
1257,96,170.88
1258,93,169.26
1259,96,172.8
1260,50,90.0
1261,143,255.97
1262,110,201.3
1263,127,231.14
1264,88,154.88
1265,146,259.88
1266,109,198.38
1267,116,207.64000000000001
1268,90,157.5
1269,68,121.04
1270,129,238.65
1271,114,206.34
1272,70,122.5
1273,103,180.25
1274,79,141.41
1275,54,97.74000000000001
1276,132,242.88
1277,96,177.60000000000002
1278,140,256.2
1279,76,139.08
1280,140,246.4
1281,165,298.65000000000003
1282,81,145.8
1283,62,109.74
1284,152,276.64
1285,151,274.82
1286,170,300.9
1287,112,201.6
1288,103,183.34
1289,56,101.36
1290,100,183.0
1291,131,237.11
1292,159,278.25
1293,159,283.02
1294,143,261.69
1295,52,94.12
1296,53,95.4
1297,162,291.6
1298,110,198.0
1299,98,178.35999999999999
1300,71,126.38
1301,86,150.5
1302,73,135.05
1303,142,248.5
1304,126,224.28
1305,84,150.36
1306,138,245.64000000000001
1307,51,92.82
1308,118,208.86
1309,112,207.20000000000002
1310,158,279.66
1311,99,173.25
1312,168,297.36
1313,89,162.87
1314,160,280.0
1315,96,172.8
1316,108,192.24
1317,58,107.30000000000001
1318,134,245.22
1319,68,119.0
1320,148,267.88
1321,62,114.07999999999998
1322,163,288.51
1323,64,112.64
1324,117,216.45000000000002
1325,59,105.02
1326,120,217.20000000000002
1327,100,178.0
1328,115,207.0
1329,78,142.74
1330,97,173.63
1331,51,92.31
1332,56,101.36
1333,85,156.39999999999998
1334,86,153.08
1335,140,250.6
1336,62,108.5
1337,112,204.96
1338,76,138.32
1339,132,241.56
1340,63,114.66
1341,62,113.46000000000001
1342,52,95.67999999999999
1343,164,300.12
1344,138,245.64000000000001
1345,82,143.5
1346,54,97.74000000000001
1347,162,298.08
1348,121,216.59
1349,159,289.38
1350,151,274.82
1351,62,112.22
1352,109,199.47
1353,69,121.44
1354,150,271.5
1355,77,136.29
1356,131,233.18
1357,120,222.0
1358,102,184.62
1359,83,151.05999999999997
1360,67,118.59
1361,65,113.75
1362,111,200.91
1363,131,238.42
1364,58,106.14
1365,151,277.84
1366,142,262.7
1367,163,296.65999999999997
1368,152,266.0
1369,113,206.79000000000002
1370,56,103.60000000000001
1371,74,129.5
1372,161,286.58
1373,151,273.31
1374,151,267.27
1375,125,218.75
1376,58,103.24
1377,79,139.83
1378,133,246.05
1379,100,185.0
1380,99,173.25
1381,80,141.6
1382,94,167.32
1383,158,292.3
1384,145,266.79999999999995
1385,64,118.4
1386,86,159.1
1387,93,172.05
1388,60,105.6
1389,132,231.0
1390,157,279.46
1391,166,300.46000000000004
1392,66,118.8
1393,52,91.52
1394,131,234.49
1395,165,288.75
1396,166,292.16
1397,159,287.79
1398,168,295.68
1399,104,186.16
1400,117,210.6
1401,66,117.48
1402,84,147.0
1403,107,196.88
1404,109,197.29
1405,89,159.31
1406,57,104.88
1407,118,213.58
1408,100,181.0
1409,87,160.07999999999998
1410,72,127.44
1411,54,96.66
1412,100,177.0
1413,103,183.34
1414,134,243.87999999999997
1415,137,250.71
1416,108,190.08
1417,112,203.83999999999997
1418,149,269.69
1419,109,199.47
1420,80,148.0
1421,63,111.51
1422,151,273.31
1423,117,211.77
1424,79,141.41
1425,116,205.32
1426,98,171.5
1427,63,111.51
1428,98,179.34
1429,107,193.67000000000002
1430,143,254.54
1431,95,169.1
1432,75,138.75
1433,165,300.29999999999995
1434,50,90.0
1435,96,170.88
1436,78,139.62
1437,168,310.8
1438,71,124.25
1439,154,272.58
1440,89,160.20000000000002
1441,67,121.27000000000001
1442,84,152.88
1443,66,122.10000000000001
1444,96,168.96
1445,162,294.84
1446,66,116.82000000000001
1447,116,204.16
1448,102,187.67999999999998
1449,158,290.71999999999997
1450,50,90.0
1451,78,142.74
1452,148,261.96
1453,88,154.0
1454,65,113.75
1455,90,165.6
1456,154,284.90000000000003
1457,105,192.15
1458,80,142.4
1459,143,263.12
1460,54,96.12
1461,51,90.78
1462,86,150.5
1463,79,146.15
1464,117,207.09
1465,127,234.95000000000002
1466,85,149.6
1467,93,164.61
1468,159,283.02
1469,148,267.88
1470,69,124.89
1471,106,195.04
1472,83,145.25
1473,65,120.25
1474,73,132.85999999999999
1475,61,107.97
1476,98,174.44
1477,113,205.65999999999997
1478,162,299.7
1479,129,237.35999999999999
1480,77,137.83
1481,87,154.86
1482,150,274.5
1483,162,286.74
1484,154,277.2
1485,107,190.46
1486,91,164.71
1487,77,134.75
1488,54,99.35999999999999
1489,140,257.59999999999997
1490,113,200.01
1491,122,215.94
1492,122,213.5
1493,108,192.24
1494,98,178.35999999999999
1495,52,92.56
1496,60,109.80000000000001
1497,85,154.7
1498,98,179.34
1499,63,112.14
1500,138,242.88
1501,119,213.01
1502,76,135.28
1503,89,161.98
1504,140,247.8
1505,93,166.47
1506,108,196.55999999999997
1507,88,154.88
1508,89,161.09
1509,53,97.52
1510,79,142.20000000000002
1511,114,207.48
1512,66,116.82000000000001
1513,83,146.91
